url,title,city,district,ward_commune,street,area,bed,toilet,legal_status,furniture,price
https://batdongsan.com.vn//ban-can-ho-chung-cu-duong-an-duong-vuong-phuong-an-lac-6-prj-the-privia/mo-ban-dot-1-thanh-toan-20-nhan-nha-ck-10-tang-1-3-chi-vang-lh-pr38549895,"Giỏ hàng Privia Khang Điền giá tốt view đẹp cọc ngay chiết khấu 10%, tặng vàng, máy lạnh 0921 228 ***",Hồ Chí Minh,Bình Tân,Phường An Lạc,Đường An Dương Vương,66 m²,2,2,Sổ đỏ/ Sổ hồng,Cơ bản,3
https://batdongsan.com.vn//ban-can-ho-chung-cu-duong-an-duong-vuong-phuong-an-lac-6-prj-the-privia/-khang-dien-lien-ke-aeon-mall-tt-chi-20-600tr-nhan-nha-ck-10-pr38461531,"Giỏ hàng Privia nhiều căn đẹp, chiết khấu 10% + tặng vàng, hỗ trợ NH 0% trong 2 năm 0909 407 ***",Hồ Chí Minh,Bình Tân,Phường An Lạc,Đường An Dương Vương,66 m²,2,2,Hợp đồng mua bán,Cơ bản,"3,1"
https://batdongsan.com.vn//ban-can-ho-chung-cu-duong-n1-phuong-son-ky-prj-celadon-city/phan-dien-pkd-gamuda-land-doc-quyen-ro-hang-gia-ban-tu-2-7-ty-65m2-duplex-skyline-pr38488505,"ĐỘC QUYỀN RỔ HÀNG CELADON CITY MUA TRỰC TIẾP CĐT GAMUDA LAND, KHU DIAMOND BRILLIANT, ALNATA PLUS",Hồ Chí Minh,Tân Phú,Phường Sơn Kỳ,Đường N1,"85,4 m²",2,2,Sổ đỏ/ Sổ hồng,Đầy đủ,"4,35"
https://batdongsan.com.vn//ban-nha-rieng-duong-ma-lo-phuong-binh-tri-dong-a/ban-le-van-quoi-4-5m-x-12m-thiet-ke-hien-dai-sieu-dep-4pn-5wc-huong-dong-pr38737421,"Bán nhà đường Mã Lò - Lê Văn Quới (4,5m x 12m) - thiết kế hiện đại siêu đẹp, 4PN - 5WC, hướng Đông",,,,,54 m²,4,5,Sổ đỏ/ Sổ hồng,Đầy đủ,"4,9"
https://batdongsan.com.vn//ban-can-ho-chung-cu-duong-vo-van-kiet-phuong-an-lac-6-prj-akari-city-nam-long/-gio-hang-noi-bo-gia-chi-tu-700-trieu-2pn-chiet-khau-7-tra-gop-2-trieu-thang-pr38731227,Giỏ hàng nội bộ Akari City giá chỉ từ 700 triệu căn 2PN chiết khấu 7% - trả góp 2 triệu/tháng,Hồ Chí Minh,Bình Tân,Phường An Lạc,Đường Võ Văn Kiệt,78 m²,2,2,Hợp đồng mua bán,Cơ bản,"3,5"
https://batdongsan.com.vn//ban-can-ho-chung-cu-duong-xa-lo-ha-noi-phuong-thao-dien-prj-masteri-thao-dien/chuyen-chuyen-nhuong-gia-tot-nhat-thi-truong-lh-em-tram-pr38457642,Chuyên chuyển nhượng Masteri Thảo Điền giá tốt nhất thị trường. LH: 0931 177 *** em Trâm,,,,,65 m²,2,2,Sổ đỏ/ Sổ hồng,Đầy đủ,"4,1"
https://batdongsan.com.vn//ban-can-ho-chung-cu-duong-nguyen-van-linh-xa-binh-hung-1-prj-mizuki-park/mo-ban-chanh-cach-phu-my-6km-pr38431821,"Mở bán căn hộ Mizuki Park, Nguyễn Văn Linh, Bình Hưng, Bình Chánh. Cách Phú Mỹ Hưng 6km",Hồ Chí Minh,Bình Chánh,Xã Bình Hưng,Đường Nguyễn Văn Linh,82 m²,2,2,Sổ đỏ/ Sổ hồng,Cơ bản,"3,4"
https://batdongsan.com.vn//ban-can-ho-chung-cu-duong-vo-van-kiet-phuong-an-lac-6-prj-akari-city-nam-long/mo-b-block-ak-neo-dep-nhat-du-gia-tu-3-ty-2pn-chiet-khau-len-den-8-pr38431954,"Mở bán block AK NEO đẹp nhất dự án Akari City, giá từ 3 tỷ căn 2PN, chiết khấu lên đến 9%",,,,,60 m²,2,1,Sổ đỏ/ Sổ hồng,Cơ bản,3
https://batdongsan.com.vn//ban-can-ho-chung-cu-duong-n1-phuong-son-ky-prj-celadon-city/bang-gia-thang-11-tu-pkd-chu-dau-tu-diamond-alnata-plus-brilliant-centery-glen-pr38544746,"Bảng giá tháng 12 từ PKD chủ đầu tư Celadon City: Diamond Alnata, Plus, Brilliant, Centery, Glen",,,,,85 m²,2,2,Đang chờ sổ,Cơ bản,"4,3"
https://batdongsan.com.vn//ban-can-ho-chung-cu-duong-nguyen-van-linh-xa-binh-hung-1-prj-mizuki-park/-ban-loc-phat-mp6-08-08-3-25-ty-2pn-2wc-goc-view-kenh-dao-lh-0946835-pr38085839,2PN góc MP6 - 08.08 Lộc Phát - Mizuki Park - View Kênh Đào,Hồ Chí Minh,Bình Chánh,Xã Bình Hưng,Đường Nguyễn Văn Linh,67 m²,2,2,Hợp đồng mua bán,Cơ bản,"3,19"
https://batdongsan.com.vn//ban-can-ho-chung-cu-duong-xa-lo-ha-noi-phuong-thao-dien-prj-masteri-thao-dien/chuyen-chuyen-nhuong-ch-re-hon-300tr-so-voi-thi-truong-so-hong-lh-0906574444-pr30328124,Chuyên chuyển nhượng CH Masteri Thảo Điền rẻ hơn 300tr so với thị trường - sổ hồng. LH: 0906 574 ***,Hồ Chí Minh,Quận 2,Phường Thảo Điền,Đường Xa Lộ Hà Nội,65 m²,2,2,Đã có sổ hồng,Nhà trống hay đầy đủ nội thất đều có,"4,3"
https://batdongsan.com.vn//ban-can-ho-chung-cu-duong-n1-phuong-son-ky-prj-celadon-city/-cdt-cap-nhat-ro-hang-moi-nhat-t12-2023-alnata-brilliant-alnata-plus-lh-pr38630089,"Celadon City CĐT cập nhật rổ hàng mới nhất T12/2023 (Alnata, Brilliant, Alnata Plus) LH: 0906 983 ***",,,,,92 m²,2,2,Hợp đồng mua bán,Cơ bản,"4,3"
https://batdongsan.com.vn//ban-can-ho-chung-cu-phuong-long-thanh-my-prj-the-beverly-vinhomes-grand-park/vinmes-tung-chinh-sach-khung-c-cao-cap-nhat-chi-trong-thang-12-pr38718373,Vinhomes tung chính sách khủng cho căn hộ The Beverly cao cấp nhất Grand Park chỉ trong tháng 12,,,,,"78,9 m²",2,2,Sổ đỏ/ Sổ hồng,Cao cấp,"4,18"
https://batdongsan.com.vn//ban-can-ho-chung-cu-duong-xa-lo-ha-noi-phuong-thao-dien-prj-masteri-thao-dien/nam-n-500-gia-re-so-ng-vinh-vien-lh-huong-0934117858-pr28357658,"Nắm hơn 500 căn hộ Masteri Thảo Điền giá rẻ - nhà đẹp, sổ hồng vĩnh viễn, LH Hương: 0934 117 ***",Hồ Chí Minh,Quận 2,Phường Thảo Điền,Đường Xa Lộ Hà Nội,69 m²,2,2,Sổ đỏ/ Sổ hồng,Đầy đủ,"3,89"
https://batdongsan.com.vn//ban-can-ho-chung-cu-duong-n1-phuong-son-ky-prj-celadon-city/bang-gia-thang-12-tu-pkd-cdt-gamuda-phan-khu-diamond-anata-anataplus-brilliant-century-skylink-pr38709045,"Bảng giá tháng 12 từ PKD CDT Gamuda phân khu Diamond Anata, Anataplus, Brilliant, Century, Skylink4",Hồ Chí Minh,Tân Phú,Phường Sơn Kỳ,Đường N1,85 m²,2,2,Đang chờ sổ,Cơ bản,"4,3"
https://batdongsan.com.vn//ban-can-ho-chung-cu-duong-n1-phuong-son-ky-prj-celadon-city/em-la-nhan-vien-chu-dau-tu-gamuda-land-chuyen-ban-ac-l-he-e-xem-nha-gia-tot-nhat-a-pr38478506,Em là nhân viên chủ đầu tư Gamuda Land chuyên bán Celadon City. AC L/H em xem nhà & giá tốt nhất ạ,Hồ Chí Minh,Tân Phú,Phường Sơn Kỳ,Đường N1,85 m²,2,2,Hợp đồng mua bán,Cơ bản,"4,25"
https://batdongsan.com.vn//ban-nha-rieng-duong-nguyen-van-qua-phuong-dong-hung-thuan-a/ban-q12-dt-5-2-x-14-duc-2-tam-gia-3-ty-xxx-lh-chi-hien-pr38707421,Bán nhà đường Nguyễn Văn Quá Q12 DT: 5.2 x 14 đúc 2 tấm giá 3 tỷ xxx... LH: 0909 677 *** chị Hiền,Hồ Chí Minh,Quận 12,Phường Đông Hưng Thuận,Đường Nguyễn Văn Quá,"72,8 m²",2,3,Sổ đỏ/ Sổ hồng,Không nội thất,"3,95"
https://batdongsan.com.vn//ban-can-ho-chung-cu-duong-xa-lo-ha-noi-phuong-thao-dien-prj-masteri-thao-dien/chuyen-ban-ch-tai-cam-ket-re-nhat-thi-truong-lh-0903-037-993-em-hien-pr37771150,Chuyên bán CH tại Masteri Thảo Điền cam kết rẻ nhất thị trường. LH: 0903 037 *** Em Hiền,Hồ Chí Minh,Quận 2,Phường Thảo Điền,Đường Xa Lộ Hà Nội,70 m²,2,2,Sổ đỏ/ Sổ hồng,Đầy đủ,"4,3"
https://batdongsan.com.vn//ban-can-ho-chung-cu-duong-nguyen-huu-tho-phuong-tan-hung-14-prj-sunrise-city/gio-hang-tu-1-4pn-pent-1pn-2-65-ty-2pn-3-6-ty-3pn-5-2-ty-lh-0934968340-nam-pr37435457,"Giỏ hàng Sunrise City từ 1-4PN, Pent (1PN - 2,7 tỷ), (2PN-3,6 tỷ), (3P -5,2 tỷ) LH: 0934 968 *** Nam",Hồ Chí Minh,Quận 7,Phường Tân Hưng,Đường Nguyễn Hữu Thọ,76 m²,2,2,Sổ hồng và đầy đủ giấy tờ khác.,Đầy đủ nội thất mới và hiện đại từ Châu âu. Nhà đầy đủ nội thất.,"3,8"
https://batdongsan.com.vn//ban-can-ho-chung-cu-phuong-long-thanh-my-prj-the-beverly-vinhomes-grand-park/gio-hang-gioi-han-cuoi-nam-2023-view-truc-dien-cong-vien-uu-dai-n-1-ty-dong-pr38700199,Vinhomes bung hàng đẹp giá sốc - ưu đãi hơn 1 tỷ/căn cho khu The Beverly - View trực diện công viên,Hồ Chí Minh,Quận 9,Phường Long Thạnh Mỹ,Dự án The Beverly - Vinhomes Grand Park,"54,4 m²",2,2,Hợp đồng mua bán,Cơ bản,3
https://batdongsan.com.vn//ban-can-ho-chung-cu-duong-nguyen-van-linh-phuong-tan-thuan-tay-1-prj-eco-green-sai-gon/gio-hang-q7-ban-gia-cdt-2pn-3-150-ty-4ty-bank-tro-vay-70-lh-0899121989-pr37347305,"CHUYÊN BÁN CH ECO GREEN QUẬN 7, LOẠI 1-2-3 PN CHỈ TỪ 2.78 TỶ, CS VAY 80%, SỔ HỒNG LÂU DÀI",Hồ Chí Minh,Quận 7,Phường Tân Thuận Tây,Đường Nguyễn Văn Linh,66 m²,2,2,Sổ đỏ/ Sổ hồng,Cơ bản,"3,34"
https://batdongsan.com.vn//ban-can-ho-chung-cu-duong-bat-nan-phuong-thanh-my-loi-prj-one-verandah-mapletree/-cao-cap-canh-thu-thiem-chi-tu-65-tr-m2-mua-truc-tiep-cdt-singapore-pr38509067,"Căn hộ cao cấp Singapore diện tích 80m2 chỉ 4,9 tỷ view sông Sài Gòn Bitexo Q1",Hồ Chí Minh,Quận 2,Phường  Thạnh Mỹ Lợi,Đường Bát Nàn,80 m²,2,2,Sổ đỏ/ Sổ hồng,Cơ bản,"4,9"
https://batdongsan.com.vn//ban-nha-rieng-duong-tran-van-quang-phuong-10-10/-quan-tan-binh-80m2-2-phong-ngu-phong-thuy-tot-khu-an-ninh-pr38072440,"Nhà riêng quận Tân Bình, 80m2, 2 phòng ngủ, phong thủy tốt, khu an ninh LH 0909 316 *** zalo/viber",Hồ Chí Minh,Tân Bình,Phường 10,Đường Trần Văn Quang,80 m²,2,1,Sổ đỏ/ Sổ hồng.,Cơ bản.,"3,99"
https://batdongsan.com.vn//ban-can-ho-chung-cu-duong-3-2-2-phuong-12-5-prj-hado-centrosa-garden/ban-ch-ha-do-3-2-dep-da-co-so-gia-re-co-cho-dau-xe-hoi-ngan-hang-cho-vay-70-pr36969095,"Tổng hợp những căn hộ ""kẹt tiền bán gấp"" ở Hà Đô Centrosa Q10: 1PN - 2PN - 3PN, giá từ 4,5 tỷ",Hồ Chí Minh,Quận 10,Phường 12,Đường 3/2,50 m²,1,1,Sổ đỏ/ Sổ hồng.,Cơ bản.,"4,5"
https://batdongsan.com.vn//ban-can-ho-chung-cu-duong-nguyen-huu-canh-phuong-22-prj-saigon-pearl/gio-hang-tot-nhat-thang-5-2pn-ntcb-gia-chi-4-6-ty-3pn-gia-chi-7-35-ty-pr37212124,"Giỏ hàng Saigon Pearl tốt nhất tháng 5: 2PN giá chỉ 4,75 tỷ, 3PN giá 7,2 tỷ, 4PN giá 12 tỷ",Hồ Chí Minh,Bình Thạnh,Phường 22,Đường Nguyễn Hữu Cảnh,85 m²,2,2,Sổ đỏ/ Sổ hồng,Đầy đủ,"4,75"
https://batdongsan.com.vn//ban-can-ho-chung-cu-duong-dao-tri-phuong-phu-thuan-3-prj-q7-saigon-riverside/cho-con-hoc-thuy-sy-ban-3pn-89m2-gia-re-3-ty-bao-het-o-ngay-moi-100-xem-nha-0939720039-pr36909607,"Tin gấp Q7 Riverside, bán căn 3PN 86m2, giá rẻ 3.1 tỷ bao hết, ở ngay, mới 100% xem nhà 0939 720 ***",,,,,86 m²,3,2,Sổ đỏ/ Sổ hồng,Đầy đủ,"3,1"
https://batdongsan.com.vn//ban-can-ho-chung-cu-duong-vo-van-kiet-phuong-an-lac-6-prj-akari-city-nam-long/-nhan-giu-c-giai-doan-2-pr32679816,Mua ngay căn hộ Akari City AK NEO chỉ với 700tr nhận nhà trả 2tr/tháng chiết khấu 7% trong tháng 12,,,,,60 m²,2,1,Hợp đồng mua bán.,Cao cấp.,3
https://batdongsan.com.vn//ban-can-ho-chung-cu-duong-bat-nan-phuong-thanh-my-loi-prj-one-verandah-mapletree/full-gio-hang-1-2-3pn-mua-truc-tiep-cdt-ck-10-htls-vay-65-den-2-nam-0901840059-pr37818760,"Full giỏ hàng One Verandah 1-2-3PN, Duplex mua trực tiếp CĐT, CK đến 10% / HTLS vay 65% đến 2 năm",,,,,80 m²,2,2,Hợp đồng mua bán.,Cơ bản,"4,8"
https://batdongsan.com.vn//ban-can-ho-chung-cu-duong-bat-nan-phuong-thanh-my-loi-prj-one-verandah-mapletree/suat-noi-bo-view-song-chi-4-2-ty-ck-len-den-10-nha-moi-100-mua-truc-tiep-tu-cdt-pr38744506,"SUẤT NỘI BỘ căn hộ view sông chỉ 4,2 tỷ, CK lên đến 10%, nhà mới 100% mua trực tiếp từ CĐT",,,,,56 m²,1,1,Sổ đỏ/ Sổ hồng,Đầy đủ,"4,2"
https://batdongsan.com.vn//ban-can-ho-chung-cu-duong-n1-phuong-son-ky-prj-celadon-city/cap-nhat-gia-tan-phu-gia-goc-cdt-t11-nhan-nha-tt75-lh-pr38432079,"Bán nhanh căn Alnata Plus 2PN 85,4m2 căn góc view đại lộ giá 4,9 tỷ tặng ô xe LH: 0907 810 ***",Hồ Chí Minh,Tân Phú,Phường Sơn Kỳ,Đường N1,"85,4 m²",2,2,Hợp đồng mua bán,"Tủ bếp trên dưới, bếp, máy hút, máy nước nóng. Hoàn thiện trần, WC","4,9"
https://batdongsan.com.vn//ban-can-ho-chung-cu-duong-phan-van-tri-phuong-10-8-prj-cityland-park-hills/ban-gap-chcc-1pn-2pn-3pn-gia-re-nhat-thi-truong-lh-0903-489-699-pr32748703,"Bán gấp CHCC Cityland, 1PN - 2PN - 3PN, giá rẻ nhất thị trường, LH: 0903 489 ***",Hồ Chí Minh,Gò Vấp,P10,Chung Cư CityLand Park Hills,75 m²,2,2,Hợp đồng mua bán,"Tủ bếp trên dưới, bếp, máy hút, máy nước nóng. Hoàn thiện trần, WC","3,68"
https://batdongsan.com.vn//ban-can-ho-chung-cu-duong-pham-van-nghi-phuong-tan-phong-9-prj-sky-garden-3/em-giang-chuyen-mua-ban-ch-1-2-3-pmh-q7-gio-hang-day-du-cap-nhat-lien-tuc-hang-ngay-pr38742772,"Em Giang chuyên mua bán CH Sky Garden 1-2-3, PMH, Q7. Giỏ hàng đầy đủ cập nhật liên tục hàng ngày",Hồ Chí Minh,Quận 7,Phường Tân Phong,Đường Phạm Văn Nghị,91 m²,2,2,Sổ đỏ/ Sổ hồng,Đầy đủ,"3,5"
https://batdongsan.com.vn//ban-can-ho-chung-cu-duong-vo-van-kiet-phuong-an-lac-6-prj-akari-city-nam-long/chinh-chu-ban-ak8-08-07-62m2-view-noi-khu-gia-goc-3-131-ty-ban-lo-120-trieu-pr38742653,"Chính chủ cần bán căn hộ Akari City Ak8.08.07 62m2 view nội khu giá gốc 3,131 tỷ bán lỗ 120 triệu",,,,,62 m²,2,1,Hợp đồng mua bán,Cơ bản,"3,13"
https://batdongsan.com.vn//ban-can-ho-chung-cu-duong-nguyen-xien-phuong-long-thanh-my-prj-masteri-centre-point/ban-1pn-tang-10-block-c-53-91m2-gia-goc-dot-1-3-3-ty-pr38103811,"Bán căn 1PN +, tầng 10, Block C, 53.91m2, giá gốc đợt 1, 3.3 tỷ",,,,,"53,91 m²",2,1,Hợp đồng mua bán,Cơ bản,"3,36"
https://batdongsan.com.vn//ban-nha-rieng-duong-doan-nguyen-tuan-xa-quy-duc/ban-biet-thu-mini-150m2-binh-chanh-thanh-pho-ho-chi-minh-pr38741507,"Bán biệt thự mini 150m2, Bình Chánh, thành phố Hồ Chí Minh",Hồ Chí Minh,Bình Chánh,Xã Quy Đức,Đường Đoàn Nguyễn Tuấn,150 m²,3,3,Sổ đỏ/ Sổ hồng,Cơ bản,"4,4"
https://batdongsan.com.vn//ban-can-ho-chung-cu-duong-nguyen-van-linh-phuong-tan-thuan-tay-1-prj-eco-green-sai-gon/-shophouse-quy-chu-dau-tu-view-be-boi-thoang-mat-gia-chi-3-9-ty-pr38741696,"Eco Green Sài Gòn chung cư, quỹ căn chủ đầu tư, view bể bơi thoáng mát, giá chỉ 3.9 tỷ",Hồ Chí Minh.,Quận 7,Phường Tân Thuận Tây,Đường Nguyễn Văn Linh,"63,6 m²",2,2,Đang chờ sổ,Cơ bản,"3,94"
https://batdongsan.com.vn//ban-can-ho-chung-cu-duong-nguyen-xien-phuong-long-thanh-my-prj-masteri-centre-point/ban-nhanh-nhieu-masterise-1-pn-3-25-ty-2pn-3-6-ty-3pn-5-3-ty-t8-2023-pr37842154,"Bán nhanh nhiều căn hộ Masterise Centre Point: 1 PN 3 tỷ, 2PN 3.45 tỷ, 3PN 5.3 tỷ T12/2023",Hồ Chí Minh,Quận 9,Phường Long Thạnh Mỹ,Đường Nguyễn Xiển,72 m²,2,2,Đang chờ sổ,Cơ bản,"3,45"
https://batdongsan.com.vn//ban-can-ho-chung-cu-duong-mai-chi-tho-phuong-an-phu-prj-centana-thu-thiem/-gia-tot-nhat-1pn-gia-1-8-ty-2pn-gia-2-4-ty-3pn-88m2-3-7-ty-3pn-97m2-gia-4-2-ty-0938488148-pr35655480,"Centana giá tốt nhất 1PN giá 1,8 tỷ 2PN giá 2,4 tỷ, 3PN 88m2 3,7 tỷ, 3PN 97m2 giá 4,2 tỷ 0938 488 ***",,,,,97 m²,3,2,Đang chờ sổ,Cơ bản,"4,2"
https://batdongsan.com.vn//ban-can-ho-chung-cu-duong-xa-lo-ha-noi-phuong-thao-dien-prj-masteri-thao-dien/2pn-ban-gia-chi-4-15-ty-bao-phi-view-landmark-81-lh-0901381558-ni-ni-pr36165469,Bán gấp 1-2-3PN Masteri Thảo Điền + An Phú giá chỉ từ 3.3 tỷ - LH em Ni 24/7: 0901 381 ***,,,,,69 m²,2,2,Sổ đỏ/ Sổ hồng,Đầy đủ,4
https://batdongsan.com.vn//ban-can-ho-chung-cu-phuong-an-lac-6/chi-2-5tr-thang-so-huu-ngay-akari-city-mat-tien-vo-van-kiet-chiet-khau-len-den-9-pr38730061,"Chỉ 2,5tr/tháng sở hữu ngay căn hộ Akari City mặt tiền Võ Văn Kiệt. Chiết khấu lên đến 9%",,,,,78 m²,2,2,Sổ đỏ/ Sổ hồng,Đầy đủ,"3,4"
https://batdongsan.com.vn//ban-can-ho-chung-cu-duong-ben-van-don-phuong-1-prj-the-gold-view/chinh-chu-chuyen-nhuong-quan-4-gia-tot-nhat-thi-truong-pr38223320,Chuyển nhượng căn hộ chung cư The Gold View Quận 4 giá tốt nhất thị trường,Hồ Chí Minh,Quận 4,Phường 1,Đường Bến Vân Đồn,70 m²,2,1,Hợp đồng mua bán,Đầy đủ,"3,5"
https://batdongsan.com.vn//ban-can-ho-chung-cu-duong-pham-van-dong-phuong-hiep-binh-chanh-prj-st-moritz-pham-van-dong/ban-lo-900tr-71m2-2pn-2wc-full-noi-that-xach-vali-vao-o-ngay-dong-pr38727490,"Bán lỗ 900tr, 71m2 2PN 2WC, full nội thất, xách vali vào ở ngay, chung cư ST. Moritz Phạm Văn Đồng",,,,,71 m²,2,2,Hợp đồng mua bán,Đầy đủ,"3,6"
https://batdongsan.com.vn//ban-nha-rieng-duong-tinh-lo-10-phuong-tan-tao/ban-hem-rong-10-152m2-5-phong-2-tang-chinh-chu-pr38723177,"Bán nhà riêng hẻm rộng Tỉnh lộ 10, 152m2, 5 phòng, 2 tầng, chính chủ",Hồ Chí Minh,Bình Tân,Phường Tân Tạo,Đường Tỉnh Lộ 10,84 m²,4,2,Sổ đỏ/ Sổ hồng,Đầy đủ,5
https://batdongsan.com.vn//ban-can-ho-chung-cu-duong-an-duong-vuong-phuong-an-lac-6-prj-the-privia/mo-ban-dot-1-khang-dien-ck-gan-12-tang-vang-1-nam-pql-lh-pr38722008,"Mở bán đợt 1 căn hộ The Privia Khang Điền, CK gần 12%. Tặng vàng + 1 năm PQL. LH: 0975 467 ***",,,,,67 m²,2,2,Hợp đồng mua bán,Đầy đủ,"3,1"
https://batdongsan.com.vn//ban-nha-rieng-duong-nguyen-thi-bup-phuong-hiep-thanh-3/chu-ban-q12-2l4pn-khu-dan-cu-dong-duc-hem-7m-shr-gia-3-ty-200-tl-chinh-chu-pr38718255,Chủ nhà bán nhà Nguyễn Thị Búp Q12 2L4PN khu dân cư đông đúc hẻm 7m SHR giá 3 tỷ 200 TL chính chủ,Hồ Chí Minh,Quận 12,Phường Hiệp Thành,Đường Nguyễn Thị Búp,60 m²,4,3,Sổ đỏ/ Sổ hồng,Đầy đủ,"3,2"
https://batdongsan.com.vn//ban-can-ho-chung-cu-pho-nguyen-xi-phuong-26-prj-richmond-city/ban-gap-ch-binh-thanh-66m2-2pn-2wc-gia-3-1-ty-bao-phi-view-song-lh-0937080094-pr29153138,"Giỏ hàng CĐT dự án Richmond City, 1PN - 1.9 tỷ, 2PN 3,6 tỷ 3PN 4.3 tỷ. LH: 0965 431 ***",Hồ Chí Minh,Bình Thạnh,Phường 26,Phố Nguyễn Xí,73 m²,2,2,Sổ đỏ/ Sổ hồng,"* Bàn giao hoàn thiện cơ bản. * Tặng tủ bếp trên, tủ bếp dưới. * Tặng full thiết bị vệ sinh cao cấp.","3,6"
https://batdongsan.com.vn//ban-nha-rieng-duong-nguyen-thai-son-phuong-5-15/-dep-ngay-khu-dh-van-lang-full-noi-that-khong-loi-phong-thuy-pr38715508,"Nhà đẹp Nguyễn Thái Sơn, ngay khu ĐH Văn Lang full nội thất không lỗi phong thuỷ, chưa tới 4 tỷ",,,,,41 m²,2,2,Sổ đỏ/ Sổ hồng,"* Bàn giao hoàn thiện cơ bản. * Tặng tủ bếp trên, tủ bếp dưới. * Tặng full thiết bị vệ sinh cao cấp.","3,95"
https://batdongsan.com.vn//ban-nha-mat-pho-duong-tran-quoc-thao-phuong-9-5/ban-gap-dep-dang-cap-so-002-lo-c-c-c-p-9-q-3-pr38105457,Bán gấp phố đẹp đẳng cấp nhà 002 lô C chung cư Trần Quốc Thảo Quận 3,Hồ Chí Minh,Quận 3,Phường 9,Đường Trần Quốc Thảo,48 m²,2,2,Sổ đỏ/ Sổ hồng,"* Bàn giao hoàn thiện cơ bản. * Tặng tủ bếp trên, tủ bếp dưới. * Tặng full thiết bị vệ sinh cao cấp.","4,6"
https://batdongsan.com.vn//ban-can-ho-chung-cu-duong-nguyen-huu-tho-phuong-tan-hung-14-prj-sunrise-city/hotline-pkd-0941610101-chuyen-ban-view-office-tel-1pn-4pn-gia-tot-pr32835449,"Hotline PKD: 0941 610 *** bán tòa nhà Sunrise City, Sunrise City View (office tel, 1PN-4PN) giá tốt",,,,,76 m²,2,2,Sổ đỏ/ Sổ hồng,"* Bàn giao hoàn thiện cơ bản. * Tặng tủ bếp trên, tủ bếp dưới. * Tặng full thiết bị vệ sinh cao cấp.","3,8"
https://batdongsan.com.vn//ban-can-ho-chung-cu-duong-to-hieu-phuong-hiep-tan-prj-can-ho-richstar/ban-2pn-gia-2-450-ty-3pn-gia-3-2ty-novaland-gia-chinh-chu-lien-he-0967270203-pr35999817,Bán căn 2PN giá 2.450tỉ - 3PN giá 3tỉ ở RichStar 1 Tân Phú CĐT Novaland LH chính chủ 0967 270 ***,Hồ Chí Minh,Tân Phú,Phường Hiệp Tân,Đường Tô Hiệu,91 m²,3,2,Có sổ.,"Giao thô, HTCB, full nội thất.","3,2"
https://batdongsan.com.vn//ban-can-ho-chung-cu-duong-bat-nan-phuong-thanh-my-loi-prj-one-verandah-mapletree/goi-y-nhung-dep-view-song-q2-gia-tot-ck-10-ko-lai-24th-dong-1-5-ty-vao-o-ngay-pr38488966,"Gợi ý những căn đẹp view sông One Verandah giá tốt, CK đến 700tr, đóng 1.5tỷ ở ngay 2026 trả tiếp",Hồ Chí Minh,Quận 2,Phường  Thạnh Mỹ Lợi,Đường Bát Nàn,"80,5 m²",2,2,Có sổ.,NTCB.,"4,59"
https://batdongsan.com.vn//ban-can-ho-chung-cu-duong-bat-nan-phuong-thanh-my-loi-prj-one-verandah-mapletree/-trung-tam-hcm-ngam-song-sg-dep-me-nhu-anh-1-2-3pn-mua-truc-tiep-cdt-tu-5-1-ty-pr37764397,"Chỉ từ 4,2 tỷ căn hộ view đẹp chất trực diện sông SG ở Q2 - nhà mới 100% từ CĐT Singapore giao ngay",Hồ Chí Minh,Quận 2,Phường  Thạnh Mỹ Lợi,2 Đường Bát Nàn,56 m²,1,1,Hợp đồng mua bán,Cơ bản,"4,2"
https://batdongsan.com.vn//ban-can-ho-chung-cu-duong-ly-chieu-hoang-phuong-10-4-prj-the-western-capital/gio-hang-chuyen-nhuong-gia-tot-nhat-du-an-quan-6-nha-moi-100-tro-vay-70-pr37228978,"Giỏ hàng chuyển nhượng giá tốt nhất dự án Western Capital Quận 6, nhà mới 100%, hỗ trợ vay 70%",,,,,88 m²,3,2,Hợp đồng mua bán,Cơ bản,"3,05"
https://batdongsan.com.vn//ban-can-ho-chung-cu-duong-pham-van-dong-phuong-linh-tay-prj-flora-novia/-noi-that-cao-cap-moi-100-pr34737013,"Chính chủ cần bán căn hộ Flora Novia, 3 phòng ngủ, nội thất cao cấp mới nguyên, LH Thành 0913 807 ***",,,,,80 m²,3,2,Đang chờ sổ.,Full nội thất cao cấp mới nguyên. Thiết kế đẹp.,"3,6"
https://batdongsan.com.vn//ban-can-ho-chung-cu-duong-xa-lo-ha-noi-phuong-an-phu-prj-lumiere-riverside/-em-chuyen-san-nhung-gia-goc-cat-52m2-4-9ty-77m2-6-2ty-101m2-10ty-pr38696199,"Lumiere Riverside, em chuyên săn những căn giá gốc, cắt lỗ (52m2-4,9tỷ); (77m2-6,2tỷ); (101m2-10tỷ)",Hồ Chí Minh,Quận 2,Phường An Phú,Đường Xa Lộ Hà Nội,52 m²,1,1,Đang chờ sổ,Cơ bản,"4,9"
